property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,renovation_year,garage,basement,sale_year,sale_price
3847,Laval,Vimont,Townhouse,4,2,1110,3824,2000,,Yes,Yes,2025,433000
3848,Brossard,Secteur C,Condo,3,2,650,,1956,,No,No,2024,377000
3849,Saint-Bruno-de-Montarville,Centre-Ville,Condo,3,2,589,,1988,,Yes,No,2024,393000
3850,Alma,Alma Centre,Single Family,6,2,1592,5701,2007,,No,Yes,2025,283000
3851,Montréal,Verdun,Townhouse,3,2,1002,3446,2001,,Yes,Yes,2021,362000
3852,Montréal,Rosemont,Duplex,4,2,1590,6426,1966,,Yes,Yes,2021,584000
3853,Saint-Bruno-de-Montarville,Centre-Ville,Condo,1,2,606,,1991,,No,No,2025,424000
3854,Saguenay,Chicoutimi,Duplex,4,3,1743,5437,2001,,Yes,Yes,2024,369000
3855,Montréal,Ville-Marie,Single Family,4,1,1707,5274,2009,,Yes,Yes,2023,570000
3856,Saint-Jean-sur-Richelieu,Centre-Ville,Condo,2,1,734,,2019,,No,No,2022,287000
3857,Montréal,Outremont,Single Family,4,2,1428,4649,1912,2019,Yes,No,2025,723000
3858,Candiac,Candiac Centre,Duplex,5,3,1592,4996,1983,,Yes,Yes,2022,555000
3859,Montréal,Plateau-Mont-Royal,Condo,2,1,955,,1949,,Yes,No,2022,353000
3860,Granby,Centre-Ville,Single Family,5,1,1785,11121,2007,,Yes,Yes,2025,902000
3861,Brossard,Secteur C,Townhouse,2,2,1038,3176,2001,,Yes,Yes,2025,486000
3862,Granby,Centre-Ville,Bungalow,4,2,1064,4960,1992,2012,Yes,No,2025,517000
3863,Laval,Duvernay,Duplex,5,3,1417,3940,1995,2017,No,Yes,2025,724000
3864,Montréal,Ahuntsic,Townhouse,3,2,1034,2603,1932,,No,Yes,2025,355000
3865,Montréal,Hochelaga-Maisonneuve,Single Family,4,2,1836,10333,1932,,Yes,Yes,2023,597000
3866,Longueuil,Vieux-Longueuil,Townhouse,3,1,1121,1966,1967,,Yes,Yes,2022,382000
3867,Montréal,Plateau-Mont-Royal,Single Family,4,3,1879,6922,1910,,No,Yes,2024,642000
3868,Laval,Duvernay,Single Family,5,2,1125,4207,1987,,Yes,Yes,2023,558000
3869,Saint-Bruno-de-Montarville,Centre-Ville,Townhouse,3,2,1265,3240,2020,,Yes,No,2023,544000
3870,Repentigny,Le Gardeur,Bungalow,3,1,950,5762,1988,,No,Yes,2024,546000
3871,Sherbrooke,Rock Forest,Single Family,3,2,1351,12647,1957,,Yes,Yes,2025,483000
3872,Blainville,Blainville Centre,Single Family,4,2,1431,10511,1962,2021,Yes,No,2024,571000
3873,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,2,1237,9290,1987,,Yes,Yes,2023,637000
3874,Québec,Sillery,Single Family,2,2,1109,4529,1939,,Yes,Yes,2022,288000
3875,Drummondville,Saint-Charles,Single Family,3,3,1711,7999,2018,2025,Yes,Yes,2025,478000
3876,Pointe-Claire,West Island,Single Family,5,2,1295,7960,1969,,No,No,2024,611000
3877,Montréal,NDG,Single Family,5,3,1851,8865,1956,,No,Yes,2022,581000
3878,Saint-Jérôme,Bellefeuille,Single Family,4,4,1984,11021,1964,2021,Yes,No,2025,724000
3879,Montréal,NDG,Condo,1,1,933,,1997,2014,Yes,No,2021,352000
3880,Vaudreuil-Dorion,Centre-Ville,Duplex,5,3,1319,6100,1989,2016,Yes,Yes,2021,407000
3881,Montréal,Mercier,Condo,3,1,882,,1930,,No,No,2023,361000
3882,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,2,1256,5888,1969,2025,No,Yes,2025,761000
3883,Montréal,Mercier,Condo,2,2,973,,1988,,No,No,2024,495000
3884,Drummondville,Centre-Ville,Condo,2,2,648,,1973,2015,No,No,2024,287000
3885,Montréal,Pointe-aux-Trembles,Condo,2,1,626,,2021,,No,No,2025,381000
3886,Granby,Centre-Ville,Condo,3,2,685,,1985,,Yes,No,2025,380000
3887,Québec,Charlesbourg,Single Family,4,2,1672,12812,1911,2007,Yes,Yes,2025,569000
3888,Longueuil,Saint-Hubert,Townhouse,3,2,1088,2864,1972,2013,Yes,Yes,2023,425000
3889,Vaudreuil-Dorion,Centre-Ville,Single Family,4,1,1443,6044,2015,2022,Yes,Yes,2024,452000
3890,Longueuil,Greenfield Park,Single Family,6,3,1895,11113,2000,,No,Yes,2021,646000
3891,Laval,Vimont,Townhouse,3,2,1184,2567,1966,2013,Yes,Yes,2021,332000
3892,Laval,Sainte-Dorothée,Single Family,4,3,1463,10358,2002,,Yes,Yes,2023,622000
3893,Montréal,Verdun,Triplex,5,5,2213,4903,1915,2010,Yes,No,2023,940000
3894,Québec,Beauport,Condo,2,2,784,,1960,,No,No,2024,311000
3895,Montréal,Pointe-aux-Trembles,Condo,2,1,565,,1941,2020,Yes,No,2021,252000
3896,Laval,Pont-Viau,Single Family,6,3,1698,4645,1976,,Yes,Yes,2025,703000
3897,Montréal,Ahuntsic,Condo,3,1,890,,1968,,No,No,2024,432000
3898,Sherbrooke,Lennoxville,Condo,2,2,872,,1981,,Yes,No,2022,286000
3899,Boucherville,Boucherville Centre,Bungalow,3,2,983,5231,1980,2024,Yes,Yes,2024,541000
3900,Saint-Jérôme,Bellefeuille,Single Family,2,2,1658,5663,2019,,No,No,2024,403000
3901,Pointe-Claire,West Island,Bungalow,3,2,1319,6030,2005,,No,Yes,2024,598000
3902,Sherbrooke,Lennoxville,Townhouse,3,2,789,3400,1966,,Yes,Yes,2025,290000
3903,Châteauguay,Centre-Ville,Single Family,5,2,1416,12341,1966,,Yes,Yes,2023,417000
3904,Mirabel,Saint-Canut,Single Family,4,3,1081,5740,2017,,Yes,Yes,2021,333000
3905,Longueuil,Greenfield Park,Condo,3,2,550,,2003,,No,No,2022,359000
3906,Mirabel,Sainte-Monique,Duplex,5,2,2144,5807,1998,,No,Yes,2023,456000
3907,Val-d'Or,Val-d'Or Centre,Single Family,3,2,1683,4994,1971,,Yes,Yes,2022,228000
3908,Dollard-des-Ormeaux,West Island,Duplex,4,3,1597,4523,1987,2011,Yes,Yes,2024,543000
3909,Saint-Jérôme,Centre-Ville,Single Family,2,4,1672,12481,2010,,No,Yes,2024,467000
3910,Trois-Rivières,Cap-de-la-Madeleine,Condo,2,2,784,,1997,,Yes,No,2024,314000
3911,Montréal,Verdun,Single Family,6,2,1804,9777,1936,,No,Yes,2021,452000
3912,Montréal,Outremont,Townhouse,3,2,1116,3293,2001,2020,Yes,Yes,2021,358000
3913,Lévis,Lévis Centre,Single Family,4,2,1143,6714,1976,,Yes,Yes,2021,314000
3914,Saguenay,Jonquière,Single Family,5,2,1592,5891,1978,,No,Yes,2024,364000
3915,Montréal,Verdun,Single Family,3,3,1671,5157,1951,2018,Yes,Yes,2023,712000
3916,Montréal,Pointe-aux-Trembles,Triplex,6,3,2253,4946,1961,,Yes,Yes,2024,1047000
3917,Montréal,Lachine,Single Family,5,2,1145,5401,1990,,No,No,2023,389000
3918,Dollard-des-Ormeaux,West Island,Triplex,5,4,2569,4136,1986,2007,Yes,Yes,2024,823000
3919,Montréal,Hochelaga-Maisonneuve,Townhouse,2,2,1107,3145,2010,,No,Yes,2025,574000
3920,Candiac,Candiac Centre,Duplex,4,2,2067,5556,1991,,No,Yes,2024,656000
3921,Granby,Centre-Ville,Single Family,4,3,1275,7028,2017,,Yes,Yes,2022,473000
3922,Montréal,Outremont,Triplex,5,4,2714,6784,1912,2024,Yes,Yes,2024,1202000
3923,Victoriaville,Centre-Ville,Bungalow,2,2,1113,4811,1962,2016,Yes,No,2022,366000
3924,Laval,Pont-Viau,Single Family,6,3,1487,5648,1956,,Yes,Yes,2024,602000
3925,Candiac,Candiac Centre,Single Family,5,3,1444,3972,2010,,Yes,Yes,2024,521000
3926,Brossard,Secteur A,Single Family,6,3,1464,5589,1984,,Yes,Yes,2021,504000
3927,Brossard,Secteur C,Single Family,3,3,1871,6488,1971,2007,Yes,No,2022,647000
3928,Terrebonne,Lachenaie,Condo,3,2,550,,1959,2018,Yes,No,2022,405000
3929,Montréal,Ville-Marie,Single Family,4,3,1571,7798,1975,,Yes,No,2023,617000
3930,Repentigny,Le Gardeur,Duplex,5,2,1574,4303,2011,,Yes,Yes,2025,721000
3931,Laval,Fabreville,Single Family,2,3,1502,4764,1974,,Yes,Yes,2024,643000
3932,Brossard,Secteur C,Duplex,6,3,1728,6091,1980,,Yes,Yes,2023,590000
3933,Montréal,NDG,Single Family,5,4,911,5558,2006,,Yes,Yes,2023,509000
3934,Longueuil,Greenfield Park,Single Family,5,3,1645,9214,2020,,Yes,Yes,2021,682000
3935,Québec,Sillery,Single Family,4,3,1101,7247,1963,2019,Yes,No,2022,342000
3936,Val-d'Or,Val-d'Or Centre,Single Family,3,4,1621,11042,1981,2010,Yes,Yes,2025,451000
3937,Laval,Vimont,Single Family,3,3,1113,4966,2020,,Yes,Yes,2023,538000
3938,Victoriaville,Centre-Ville,Condo,1,2,500,,1982,2013,Yes,No,2022,219000
3939,Châteauguay,Centre-Ville,Single Family,5,2,1284,8412,2007,,No,Yes,2025,401000
3940,Montréal,Outremont,Single Family,4,2,1366,7473,1959,,No,Yes,2022,549000
3941,Montréal,Pointe-aux-Trembles,Single Family,3,2,1609,5526,1977,2020,Yes,Yes,2025,611000
3942,Trois-Rivières,Trois-Rivières-Ouest,Condo,2,1,718,,1972,,Yes,No,2023,220000
3943,Laval,Chomedey,Single Family,2,2,1726,8111,1960,2017,No,Yes,2023,583000
3944,Montréal,Mercier,Townhouse,3,2,1045,1935,2007,,No,Yes,2023,385000
3945,Granby,Centre-Ville,Duplex,4,3,1722,4575,1994,,Yes,Yes,2022,472000
3946,Québec,Sainte-Foy,Single Family,4,2,1226,8903,1981,,No,Yes,2022,352000
3947,Trois-Rivières,Trois-Rivières-Ouest,Single Family,5,3,1597,4061,2015,,Yes,No,2023,359000
3948,Blainville,Blainville Centre,Single Family,4,1,1406,7257,1976,,Yes,Yes,2023,419000
3949,Longueuil,Saint-Hubert,Duplex,5,3,1658,3755,2020,,Yes,Yes,2023,730000
3950,Longueuil,Greenfield Park,Single Family,6,3,1578,7212,1970,,No,Yes,2021,607000
3951,Laval,Vimont,Duplex,5,3,2175,5677,1995,2005,No,Yes,2023,726000
3952,Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1103,14175,1964,,Yes,Yes,2025,352000
3953,Saguenay,La Baie,Single Family,3,3,1794,13014,1983,,Yes,Yes,2025,360000
3954,Montréal,Ville-Marie,Condo,2,1,818,,1909,,No,No,2022,287000
3955,Brossard,Solar Uniquartier,Condo,2,1,796,,2018,,Yes,No,2022,383000
3956,Brossard,Solar Uniquartier,Single Family,3,3,1201,3752,1965,2010,No,Yes,2024,547000
3957,Montréal,NDG,Condo,2,1,737,,1902,2010,No,No,2024,437000
3958,Vaudreuil-Dorion,Centre-Ville,Single Family,4,3,899,11979,1994,,No,Yes,2021,312000
3959,Val-d'Or,Val-d'Or Centre,Duplex,4,3,1528,6254,1982,2015,Yes,Yes,2023,266000
3960,Longueuil,Vieux-Longueuil,Townhouse,2,2,1199,2819,1955,2019,Yes,Yes,2024,418000
3961,Québec,Charlesbourg,Duplex,4,2,1836,4820,1943,2012,Yes,Yes,2024,481000
3962,Gatineau,Buckingham,Townhouse,3,1,1039,3706,1979,2020,Yes,No,2024,465000
3963,Laval,Chomedey,Townhouse,3,1,799,1995,2018,,Yes,Yes,2024,399000
3964,Gatineau,Aylmer,Condo,1,2,658,,2009,,No,No,2025,405000
3965,Québec,Limoilou,Townhouse,4,2,1265,3063,1971,2010,Yes,Yes,2025,420000
3966,Saint-Jean-sur-Richelieu,Iberville,Single Family,5,3,1217,9429,1988,2012,Yes,Yes,2022,336000
3967,Laval,Pont-Viau,Townhouse,3,2,1048,3993,2002,,No,Yes,2025,427000
3968,Longueuil,Vieux-Longueuil,Single Family,5,3,1371,8739,2018,,Yes,Yes,2022,578000
3969,Montréal,Lachine,Condo,1,2,702,,1971,2006,No,No,2021,270000
3970,Trois-Rivières,Centre-Ville,Triplex,6,4,2258,3661,1985,2007,Yes,Yes,2025,592000
3971,Sherbrooke,Centre-Ville,Townhouse,3,2,1058,4394,2017,,Yes,No,2025,351000
3972,Montréal,Saint-Léonard,Condo,1,2,577,,1972,,Yes,No,2021,281000
3973,Boucherville,Boucherville Centre,Single Family,3,4,1422,6407,1961,2021,No,Yes,2025,704000
3974,Laval,Pont-Viau,Single Family,2,2,1825,8040,1992,,Yes,No,2021,566000
3975,Québec,Charlesbourg,Single Family,2,3,1946,7464,1988,,Yes,Yes,2025,534000
3976,Dollard-des-Ormeaux,West Island,Single Family,5,3,1347,10954,1974,,Yes,Yes,2023,576000
3977,Saguenay,La Baie,Single Family,4,2,1268,10392,1959,,Yes,No,2024,233000
3978,Québec,Lebourgneuf,Single Family,2,3,1812,10545,1983,,Yes,Yes,2025,492000
3979,Montréal,Mercier,Single Family,5,3,1467,10254,2004,,No,Yes,2023,661000
3980,Brossard,Secteur A,Condo,3,1,919,,1960,,Yes,No,2024,531000
3981,Dollard-des-Ormeaux,West Island,Condo,3,1,886,,1960,2012,Yes,No,2021,363000
3982,Gatineau,Aylmer,Condo,2,2,869,,1960,2018,Yes,No,2022,416000
3983,Brossard,Secteur B,Condo,2,1,626,,1963,2009,Yes,No,2024,416000
3984,Montréal,Verdun,Condo,2,2,568,,1996,,Yes,No,2025,349000
3985,Longueuil,Greenfield Park,Condo,1,2,912,,2022,,Yes,No,2023,587000
3986,Laval,Sainte-Dorothée,Single Family,4,3,1728,7420,1970,2021,No,No,2021,593000
3987,Montréal,Villeray,Single Family,4,2,945,12588,2017,,No,Yes,2022,415000
3988,Brossard,Solar Uniquartier,Single Family,5,2,972,7235,1991,2017,Yes,Yes,2024,516000
3989,Laval,Fabreville,Single Family,3,2,1622,8753,1979,,Yes,Yes,2021,580000
3990,Mirabel,Saint-Canut,Condo,3,2,796,,1965,,Yes,No,2022,274000
3991,Trois-Rivières,Cap-de-la-Madeleine,Single Family,5,3,1074,6699,1998,2012,Yes,No,2022,299000
3992,Saguenay,La Baie,Duplex,5,4,2131,4180,2004,,Yes,No,2025,360000
3993,Montréal,LaSalle,Single Family,3,3,1184,6006,2019,,Yes,Yes,2023,534000
3994,Dollard-des-Ormeaux,West Island,Single Family,3,3,1879,7702,1989,,Yes,Yes,2022,689000
3995,Québec,Sillery,Condo,2,2,861,,2004,,Yes,No,2024,340000
3996,Montréal,Mercier,Condo,3,1,827,,1949,2022,No,No,2024,426000
3997,Boucherville,Boucherville Centre,Triplex,6,5,1932,4603,1989,2020,Yes,No,2024,742000
3998,Laval,Sainte-Dorothée,Townhouse,2,1,1058,3961,1956,,Yes,No,2024,509000
3999,Brossard,Secteur A,Duplex,4,4,2073,4789,2013,,Yes,No,2024,836000
4000,Longueuil,Saint-Hubert,Townhouse,3,2,1127,4292,1957,2019,Yes,Yes,2021,469000
4001,Sherbrooke,Rock Forest,Single Family,3,2,1673,9585,1957,,Yes,Yes,2024,474000
4002,Laval,Vimont,Single Family,4,2,1778,5162,2002,,Yes,Yes,2024,719000
4003,Saint-Bruno-de-Montarville,Centre-Ville,Condo,3,1,490,,1955,2007,Yes,No,2024,346000
4004,Pointe-Claire,West Island,Duplex,4,2,2126,6131,2002,,No,Yes,2022,614000
4005,Longueuil,Greenfield Park,Condo,2,2,846,,2015,,Yes,No,2022,441000
4006,Gatineau,Hull,Duplex,4,3,1402,4001,1994,2006,Yes,No,2024,468000
4007,Longueuil,Saint-Hubert,Townhouse,4,2,993,3065,2012,,Yes,Yes,2025,472000
4008,Longueuil,Le Vieux-Longueuil,Bungalow,3,2,1080,3199,1980,,Yes,Yes,2021,450000
4009,Québec,Charlesbourg,Townhouse,4,2,1093,4068,1968,,No,Yes,2025,376000
4010,Blainville,Blainville Centre,Duplex,5,3,1619,3759,1958,,Yes,Yes,2023,499000
4011,Québec,Limoilou,Single Family,4,2,1141,7539,1999,2007,Yes,Yes,2024,432000
4012,Montréal,Ahuntsic,Single Family,3,3,1735,9269,1992,,Yes,Yes,2025,767000
4013,Montréal,NDG,Single Family,5,2,1584,7992,1971,,No,Yes,2021,528000
4014,Québec,Limoilou,Condo,2,2,747,,1932,,Yes,No,2024,270000
4015,Brossard,Secteur A,Condo,2,1,499,,1990,,Yes,No,2025,320000
4016,Drummondville,Centre-Ville,Duplex,5,3,1568,4314,2003,,Yes,Yes,2023,383000
4017,Laval,Sainte-Dorothée,Condo,1,1,749,,1999,,Yes,No,2022,390000
4018,Laval,Sainte-Dorothée,Condo,2,2,761,,1979,,Yes,No,2024,403000
4019,Victoriaville,Centre-Ville,Condo,2,1,814,,1969,,No,No,2024,325000
4020,Brossard,Secteur B,Condo,1,2,786,,1977,2017,Yes,No,2023,465000
4021,Montréal,Saint-Léonard,Townhouse,3,1,1253,3252,1960,,Yes,Yes,2024,389000
4022,Laval,Duvernay,Duplex,4,3,1846,5000,2015,2023,Yes,No,2024,814000
4023,Québec,Vanier,Duplex,5,4,2083,6756,2005,,Yes,Yes,2025,478000
4024,Laval,Pont-Viau,Single Family,4,4,1104,14054,2015,,Yes,Yes,2025,746000
4025,Candiac,Candiac Centre,Single Family,3,3,1262,5670,2006,,Yes,No,2025,556000
4026,Sherbrooke,Fleurimont,Triplex,7,3,2287,5175,1962,2021,Yes,No,2021,595000
4027,Châteauguay,Centre-Ville,Condo,2,1,577,,1960,2008,No,No,2025,266000
4028,Québec,Sillery,Single Family,4,3,1088,8382,1958,,No,No,2025,378000
4029,Rouyn-Noranda,Rouyn Centre,Duplex,3,3,1299,6018,1992,,Yes,Yes,2025,448000
4030,Longueuil,Le Vieux-Longueuil,Single Family,5,1,1138,9113,1967,,No,Yes,2025,500000
4031,Trois-Rivières,Centre-Ville,Townhouse,3,1,1208,3677,2013,,Yes,Yes,2025,308000
4032,Candiac,Candiac Centre,Single Family,3,3,1238,7401,1961,,Yes,Yes,2025,537000
4033,Laval,Duvernay,Single Family,5,3,1572,7268,2005,,No,Yes,2022,468000
4034,Montréal,Verdun,Single Family,5,3,1073,7472,2018,,Yes,Yes,2022,458000
4035,Longueuil,Vieux-Longueuil,Single Family,5,3,1085,7739,2003,,No,Yes,2024,549000
4036,Montréal,Verdun,Single Family,5,3,1216,3050,1959,,Yes,Yes,2025,632000
4037,Québec,Sillery,Single Family,3,2,1664,4898,1920,2022,Yes,Yes,2024,424000
4038,Candiac,Candiac Centre,Condo,2,2,666,,2000,,No,No,2024,399000
4039,Montréal,NDG,Single Family,3,4,1346,9523,1939,2007,Yes,Yes,2025,634000
4040,Trois-Rivières,Trois-Rivières-Ouest,Condo,2,2,681,,1994,,No,No,2024,308000
4041,Vaudreuil-Dorion,Centre-Ville,Duplex,4,3,1716,3085,2008,,No,Yes,2025,581000
4042,Repentigny,Repentigny Centre,Duplex,4,3,1805,5022,1981,2014,Yes,Yes,2024,828000
4043,Montréal,Plateau-Mont-Royal,Condo,2,2,741,,2002,,Yes,No,2024,419000
4044,Saint-Jérôme,Bellefeuille,Condo,1,1,837,,2003,,No,No,2024,304000
4045,Gatineau,Gatineau Centre,Single Family,2,3,995,6941,1955,,Yes,Yes,2025,463000
4046,Pointe-Claire,West Island,Triplex,7,6,2599,7807,2004,,No,No,2022,896000
4047,Saint-Jérôme,Centre-Ville,Townhouse,3,2,1143,3032,1974,2022,Yes,Yes,2023,293000
4048,Vaudreuil-Dorion,Centre-Ville,Townhouse,2,2,1250,2388,1993,2017,Yes,No,2021,307000
4049,Candiac,Candiac Centre,Condo,2,1,603,,1982,2019,Yes,No,2024,374000
4050,Châteauguay,Centre-Ville,Single Family,4,2,1505,7205,1980,2007,No,Yes,2023,479000
4051,Laval,Sainte-Dorothée,Bungalow,3,1,1207,5064,1999,,No,Yes,2025,600000
4052,Montréal,Saint-Léonard,Single Family,3,1,1726,3123,1901,2012,Yes,Yes,2023,496000
4053,Montréal,NDG,Duplex,5,3,1445,4956,1987,,Yes,Yes,2025,790000
4054,Sherbrooke,Rock Forest,Townhouse,2,2,880,3016,1988,,Yes,No,2023,253000
4055,Montréal,Plateau-Mont-Royal,Single Family,3,3,1695,6716,1959,2024,No,Yes,2025,691000
4056,Laval,Vimont,Triplex,6,5,2148,5483,2009,,No,Yes,2025,1168000
4057,Pointe-Claire,West Island,Townhouse,3,2,1115,1842,2015,,No,Yes,2023,430000
4058,Blainville,Blainville Centre,Condo,2,2,840,,2004,,No,No,2024,354000
4059,Gatineau,Buckingham,Condo,1,2,572,,1974,,Yes,No,2021,250000
4060,Laval,Vimont,Condo,2,1,834,,1981,,Yes,No,2024,414000
4061,Montréal,Plateau-Mont-Royal,Single Family,3,3,1640,5458,2019,,Yes,No,2024,714000
4062,Montréal,Ville-Marie,Single Family,6,2,1850,4863,1982,2022,No,Yes,2023,745000
4063,Blainville,Blainville Centre,Single Family,4,2,1418,11839,1986,2010,Yes,No,2023,449000
4064,Longueuil,Vieux-Longueuil,Condo,1,1,579,,2003,,No,No,2024,381000
4065,Saint-Jérôme,Bellefeuille,Single Family,4,2,1902,4175,2020,,Yes,Yes,2025,424000
4066,Québec,Vanier,Single Family,4,2,1621,5504,1924,,Yes,Yes,2022,338000
4067,Longueuil,Vieux-Longueuil,Duplex,4,3,1671,7339,1970,2024,Yes,Yes,2025,848000
4068,Granby,Centre-Ville,Duplex,5,3,1889,4500,2001,,Yes,Yes,2024,663000
4069,Montréal,Saint-Léonard,Condo,1,1,681,,1931,,Yes,No,2023,300000
4070,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,5,2,1290,4643,2005,,Yes,Yes,2025,547000
4071,Gatineau,Gatineau Centre,Duplex,4,3,1832,2923,1986,2008,Yes,Yes,2024,643000
4072,Gatineau,Buckingham,Single Family,4,2,1886,6234,1983,,Yes,Yes,2024,661000
4073,Dollard-des-Ormeaux,West Island,Duplex,4,3,1830,4647,2020,,Yes,Yes,2024,545000
4074,Val-d'Or,Val-d'Or Centre,Condo,2,2,728,,2008,,No,No,2023,184000
4075,Laval,Chomedey,Triplex,7,4,1867,4972,1973,,Yes,Yes,2024,801000
4076,Longueuil,Greenfield Park,Triplex,6,4,2024,4501,2006,,Yes,Yes,2021,789000
4077,Repentigny,Repentigny Centre,Townhouse,3,2,983,2928,1999,2020,Yes,Yes,2024,416000
4078,Mirabel,Saint-Canut,Single Family,4,4,1475,5938,1971,,Yes,No,2023,431000
4079,Sherbrooke,Fleurimont,Duplex,5,2,1676,4097,2019,,Yes,No,2024,432000
4080,Repentigny,Repentigny Centre,Single Family,5,1,1878,12413,1970,,Yes,Yes,2024,795000
4081,Montréal,Villeray,Single Family,5,2,1380,6710,2020,,Yes,Yes,2025,703000
4082,Québec,Lebourgneuf,Townhouse,3,2,1193,2549,1946,,Yes,Yes,2024,272000
4083,Laval,Chomedey,Single Family,4,1,1358,11230,1997,,Yes,Yes,2021,486000
4084,Trois-Rivières,Trois-Rivières-Ouest,Single Family,4,4,1155,7559,2013,,Yes,Yes,2022,293000
4085,Laval,Pont-Viau,Single Family,2,3,1271,8983,1994,2015,Yes,Yes,2024,616000
4086,Longueuil,Saint-Hubert,Single Family,4,2,1725,10043,1991,,Yes,Yes,2024,658000
4087,Montréal,Ville-Marie,Duplex,4,2,1728,4807,2002,2015,Yes,Yes,2023,630000
4088,Longueuil,Le Vieux-Longueuil,Duplex,5,3,2082,6544,2023,,Yes,Yes,2024,755000
4089,Vaudreuil-Dorion,Centre-Ville,Triplex,6,6,2693,6698,2004,,No,Yes,2025,869000
4090,Laval,Sainte-Dorothée,Condo,2,2,856,,1982,2018,No,No,2021,384000
4091,Montréal,Verdun,Condo,2,1,563,,1916,2005,Yes,No,2024,333000
4092,Pointe-Claire,West Island,Single Family,5,3,1579,5562,1986,,Yes,No,2023,548000
4093,Québec,Vanier,Duplex,5,4,1966,5280,1965,2015,Yes,Yes,2023,462000
4094,Montréal,Saint-Léonard,Single Family,2,3,1720,9034,2015,,No,Yes,2025,824000
4095,Terrebonne,La Plaine,Single Family,4,2,1251,5634,1975,2020,Yes,Yes,2021,492000
4096,Montréal,Outremont,Single Family,3,2,2128,9079,1951,2020,No,Yes,2022,685000
4097,Montréal,Mercier,Single Family,5,3,1657,7247,1943,2022,No,Yes,2024,659000
4098,Brossard,Secteur C,Single Family,4,4,1538,8468,1984,,Yes,Yes,2025,628000
4099,Longueuil,Greenfield Park,Condo,1,2,875,,1974,,No,No,2025,591000
4100,Trois-Rivières,Centre-Ville,Single Family,4,2,1157,7467,2007,,Yes,Yes,2025,333000
4101,Montréal,Outremont,Condo,1,1,781,,2010,,Yes,No,2025,397000
4102,Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,4,2,870,3162,1970,,Yes,Yes,2025,198000
4103,Québec,Beauport,Condo,1,1,903,,1994,,No,No,2023,303000
4104,Terrebonne,Terrebonne Ouest,Condo,2,2,906,,1991,,No,No,2023,548000
4105,Blainville,Blainville Centre,Condo,3,2,796,,1963,2008,No,No,2025,414000
4106,Laval,Fabreville,Bungalow,3,1,1100,3399,1989,2017,No,Yes,2025,670000
4107,Laval,Fabreville,Townhouse,2,2,1219,2833,1969,,Yes,Yes,2024,403000
4108,Montréal,Pointe-aux-Trembles,Single Family,5,3,1000,10697,2022,,Yes,Yes,2025,485000
4109,Gatineau,Buckingham,Townhouse,2,1,1324,2553,1968,2021,Yes,Yes,2025,452000
4110,Montréal,Saint-Léonard,Single Family,4,4,1746,7459,1942,2014,Yes,Yes,2024,650000
4111,Montréal,NDG,Triplex,5,5,2309,4749,2001,,Yes,No,2022,955000
4112,Québec,Limoilou,Duplex,5,3,2084,5837,2020,,No,No,2021,312000
4113,Saint-Jérôme,Bellefeuille,Single Family,3,1,1205,3690,1989,2011,No,Yes,2022,282000
4114,Mirabel,Saint-Canut,Single Family,4,2,1619,4201,2002,,Yes,Yes,2024,575000
4115,Longueuil,Le Vieux-Longueuil,Single Family,3,4,1711,8785,1989,,Yes,Yes,2023,777000
4116,Montréal,Saint-Léonard,Townhouse,3,2,1081,2775,1925,2021,No,No,2022,378000
4117,Lévis,Lévis Centre,Bungalow,2,2,833,5890,2014,,Yes,Yes,2022,243000
4118,Montréal,LaSalle,Single Family,4,2,1216,7695,1945,2021,Yes,Yes,2021,438000
4119,Longueuil,Le Vieux-Longueuil,Condo,2,2,622,,1988,,No,No,2024,408000
4120,Québec,Sillery,Single Family,4,3,1264,5099,2007,,Yes,Yes,2024,397000
4121,Longueuil,Vieux-Longueuil,Single Family,3,3,1768,5964,1967,2010,Yes,Yes,2025,902000
4122,Saguenay,Jonquière,Single Family,5,2,1330,8476,2010,,Yes,Yes,2025,370000
4123,Montréal,LaSalle,Townhouse,3,2,945,3288,1989,,Yes,Yes,2022,306000
4124,Boucherville,Boucherville Centre,Single Family,3,2,1706,7027,1996,,No,No,2022,498000
4125,Saint-Bruno-de-Montarville,Centre-Ville,Condo,2,2,939,,1991,,No,No,2025,532000
4126,Blainville,Blainville Centre,Bungalow,2,2,1163,4752,2019,,Yes,Yes,2023,441000
4127,Lévis,Charny,Single Family,3,3,1540,7946,2017,,Yes,Yes,2024,501000
4128,Montréal,LaSalle,Condo,1,1,729,,1934,2016,Yes,No,2025,413000
4129,Saint-Bruno-de-Montarville,Centre-Ville,Duplex,6,3,1542,5469,1960,2017,Yes,Yes,2024,715000
4130,Lévis,Lévis Centre,Single Family,5,3,1760,6053,1966,2007,No,No,2021,363000
4131,Montréal,Verdun,Single Family,6,2,1581,6296,1991,,No,Yes,2023,590000
4132,Saint-Bruno-de-Montarville,Centre-Ville,Triplex,5,5,2185,3976,2010,,No,No,2024,935000
4133,Repentigny,Repentigny Centre,Duplex,4,3,1512,6262,2019,,Yes,No,2024,743000
